,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,MSZoning_Other,MSZoning_RL,MSZoning_RM,Street_Other,Street_Pave,LotShape_IR1,LotShape_Other,LotShape_Reg,LandContour_Lvl,LandContour_Other,Utilities_AllPub,LotConfig_Corner,LotConfig_Inside,LotConfig_Other,LandSlope_Gtl,LandSlope_Other,Neighborhood_NAmes,Neighborhood_Other,Condition1_Norm,Condition1_Other,Condition2_Norm,Condition2_Other,BldgType_1Fam,BldgType_Other,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Other,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Other,RoofMatl_CompShg,RoofMatl_Other,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Other,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Other,ExterQual_Gd,ExterQual_Other,ExterQual_TA,ExterCond_Other,ExterCond_TA,Foundation_CBlock,Foundation_Other,Foundation_PConc,BsmtQual_Gd,BsmtQual_Other,BsmtQual_TA,BsmtCond_Other,BsmtCond_TA,BsmtExposure_Av,BsmtExposure_No,BsmtExposure_Other,BsmtFinType1_ALQ,BsmtFinType1_GLQ,BsmtFinType1_Other,BsmtFinType1_Unf,BsmtFinType2_Other,BsmtFinType2_Unf,Heating_GasA,Heating_Other,HeatingQC_Ex,HeatingQC_Gd,HeatingQC_Other,HeatingQC_TA,CentralAir_Other,CentralAir_Y,Electrical_Other,Electrical_SBrkr,KitchenQual_Gd,KitchenQual_Other,KitchenQual_TA,Functional_Other,Functional_Typ,GarageType_Attchd,GarageType_Detchd,GarageType_Other,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageQual_Other,GarageQual_TA,GarageCond_Other,GarageCond_TA,PavedDrive_Other,PavedDrive_Y,SaleType_Other,SaleType_WD,SaleCondition_Normal,SaleCondition_Other
344,160,0.05136986301369863,0.0060389352403655144,0.4444444444444445,0.25,1976,1976,0.0,0.06861702127659575,0.15739484396200812,0.07491438356164383,0.1671865252651279,0.06979958534899791,0.31683168316831684,0.0,0.24628046850269075,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.31431244153414406,0.21236872812135354,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,2010,85000,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
345,50,0.1506849315068493,0.02400149571151464,0.5555555555555556,0.5,1939,1950,0.0,0.0,0.0,0.4160958904109589,0.3031815346225827,0.22045611610228055,0.3327832783278328,0.0,0.3934789490345046,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.29186155285313375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,2006,140200,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
346,20,0.16593205201071765,0.053621257799901845,0.5555555555555556,0.875,1960,1998,0.0,0.2648936170212766,0.0,0.19691780821917806,0.29881472239550844,0.2156185210780926,0.0,0.0,0.19753086419753085,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.3333333333333333,0.2815715622076707,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2727272727272727,2007,151500,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
347,20,0.16593205201071765,0.07618780527705718,0.5555555555555556,0.5,1960,1960,0.01875,0.6755319148936171,0.0,0.08904109589041095,0.4610106051154086,0.3953006219765031,0.0,0.0,0.36213991769547327,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.46585594013096354,0.0,0.07312614259597806,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,2009,157500,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
348,160,0.05136986301369863,0.005365865058776788,0.6666666666666665,0.5,2003,2004,0.06625,0.3047872340425532,0.0,0.08176369863013698,0.23830318153462257,0.14858327574291635,0.47414741474147415,0.0,0.40899018676796456,0.3333333333333333,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.33333333333333337,0.0,0.6666666666666666,0.44340505144995324,0.0,0.04936014625228519,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,2008,154000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
349,60,0.11986301369863013,0.0894201780831522,0.8888888888888888,0.5,2005,2006,0.5437500000000001,0.75,0.0,0.1875,0.5764192139737991,0.5231513476157568,0.484048404840484,0.0,0.7578347578347578,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6604303086997194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,2006,437154,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1
350,120,0.16095890410958902,0.030475122110822872,0.8888888888888888,0.5,2007,2007,0.22625,0.0,0.0,0.8000856164383561,0.5829694323144105,0.5304077401520386,0.0,0.0,0.48591326369104143,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.5771749298409729,0.2450408401400233,0.09872029250457039,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,2007,318061,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
351,120,0.16593205201071765,0.018560845077005773,0.6666666666666665,0.5,1986,1986,0.0,0.575531914893617,0.0,0.15881849315068491,0.45321272613849034,0.3866620594333103,0.0,0.0,0.35422602089268757,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.4162768942937325,0.0,0.14625228519195613,0.0,0.0,0.3833333333333333,0.0,0.0,0.9999999999999999,2006,190000,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
352,50,0.13356164383561642,0.03638318259365725,0.4444444444444445,0.625,1941,1950,0.0,0.12553191489361704,0.25780189959294436,0.0,0.19213973799126638,0.09744298548721492,0.27227722772277224,0.0,0.24596391263057932,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.3333333333333333,0.18709073900841908,0.05600933488914819,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,2008,95000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0
353,30,0.13356164383561642,0.0337469910491014,0.5555555555555556,0.875,1928,2003,0.0,0.0,0.0,0.26712328767123283,0.19463505926388022,0.13337940566689702,0.0,0.0,0.12219056663501109,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.0,0.6666666666666666,0.45275958840037417,0.12368728121353557,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,2010,105900,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
354,50,0.13356164383561642,0.0331860992311108,0.5555555555555556,0.5,1940,2000,0.0,0.20638297872340425,0.0,0.2363013698630137,0.29320024953212726,0.2964754664823773,0.22167216721672167,0.0,0.3991769547325103,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.3333333333333333,0.2245088868101029,0.0,0.0,0.1956521739130435,0.0,0.0,0.0,0.0,0.4545454545454545,2006,140000,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
355,20,0.2876712328767123,0.04650260580990441,0.5555555555555556,0.5,1995,1995,0.0,0.1776595744680851,0.36906377204884666,0.13784246575342465,0.37429819089207733,0.299239806496199,0.0,0.0,0.27413738524849635,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.6666666666666666,0.48737137511693174,0.0,0.04753199268738574,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,2007,177500,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
356,20,0.16593205201071765,0.037149734744911074,0.5555555555555556,0.625,1992,1992,0.06625,0.2978723404255319,0.0,0.2559931506849315,0.36119775421085465,0.2878369039391845,0.0,0.0,0.2636910414688193,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.6666666666666666,0.37418147801683815,0.14002333722287047,0.04753199268738574,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2009,173000,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
357,120,0.07876712328767123,0.013667063965037744,0.4444444444444445,0.5,1976,1976,0.0,0.46489361702127663,0.0,0.11472602739726026,0.35620711166562696,0.2791983413959917,0.0,0.0,0.2557771446660336,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.4939195509822264,0.6254375729288214,0.16453382084095064,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,2007,134000,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
358,80,0.24315068493150682,0.026315174460725885,0.4444444444444445,0.375,1958,1958,0.075,0.1595744680851064,0.19945725915875168,0.20034246575342465,0.3312538989394885,0.35176226675881134,0.0,0.0,0.3222538778094334,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.3333333333333333,0.2694106641721235,0.19603267211201866,0.0,0.532608695652174,0.0,0.0,0.0,0.0,0.5454545454545454,2006,130000,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1
359,60,0.19520547945205474,0.05006426885414476,0.7777777777777777,0.5,1998,1998,0.33125,0.5085106382978724,0.0,0.05565068493150685,0.33873986275733,0.2598479612992398,0.4609460946094609,0.0,0.50332383665717,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.5537885874649205,0.24270711785297547,0.13711151736745886,0.0,0.0,0.7791666666666667,0.0,0.0,0.4545454545454545,2006,280000,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
360,85,0.16593205201071765,0.029166374535511463,0.5555555555555556,0.625,1978,1978,0.0,0.41117021276595744,0.0,0.049229452054794516,0.27698066126013726,0.1997235659986178,0.0,0.0,0.1829692940804052,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.24999999999999997,0.3333333333333333,0.6666666666666666,0.43966323666978485,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4545454545454545,2007,156000,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
361,50,0.16593205201071765,0.03666362850265255,0.4444444444444445,0.5,1940,1982,0.0,0.2122340425531915,0.0,0.2071917808219178,0.2754210854647536,0.22598479612992395,0.28437843784378436,0.0,0.3706869262424818,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.5,0.0,0.3333333333333333,0.2245088868101029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2008,145000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0
362,85,0.14726027397260272,0.02804926499801351,0.6666666666666665,0.5,2003,2003,0.3125,0.0,0.0,0.0,0.0,0.0556323427781617,0.7849284928492849,0.0,0.5026907249129471,0.0,0.0,1.0,0.0,0.5,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.6286248830682881,0.0,0.0,0.32065217391304346,0.0,0.0,0.0,0.0,0.5454545454545454,2009,198500,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0
363,160,0.0,0.001776157423636916,0.5555555555555556,0.875,1972,2007,0.31875000000000003,0.08617021276595745,0.0,0.13741438356164382,0.15065502183406113,0.051485832757429156,0.2772277227722772,0.0,0.2067109844887623,0.0,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.24999999999999997,0.0,0.3333333333333333,0.2469597754911132,0.2917152858809801,0.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,2009,118000,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
364,60,0.16593205201071765,0.08179672345696323,0.5555555555555556,0.5,1976,1976,0.075,0.37872340425531914,0.0,0.03595890410958904,0.24828446662507797,0.15756738078783689,0.4312431243124312,0.0,0.39252928141817034,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.6666666666666666,0.529466791393826,0.3570595099183197,0.20292504570383912,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2006,190000,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
365,70,0.13013698630136983,0.043889784757764845,0.4444444444444445,0.75,1920,1997,0.0,0.24255319148936172,0.0,0.09246575342465753,0.2096069868995633,0.11679336558396683,0.3696369636963696,0.0,0.31972143083254195,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.0,0.3333333333333333,0.4377923292797007,0.0,0.2340036563071298,0.39492753623188404,0.0,0.0,0.0,0.0,0.5454545454545454,2009,147000,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0
366,20,0.16593205201071765,0.038327607562691345,0.5555555555555556,0.5,1963,1963,0.154375,0.32393617021276594,0.0,0.3360445205479452,0.43480973175296317,0.36627505183137526,0.0,0.0,0.33554922443811336,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.33333333333333337,0.6666666666666666,0.6666666666666666,0.480823199251637,0.0,0.13893967093235832,0.0,0.0,0.3854166666666667,0.0,0.0,0.5454545454545454,2009,159000,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
367,80,0.273972602739726,0.03669167309355208,0.5555555555555556,0.5,1962,1962,0.19062500000000002,0.1973404255319149,0.0,0.3116438356164383,0.34279475982532753,0.3790601243953006,0.0,0.0,0.34726179170623617,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.3333333333333333,0.2768942937324603,0.07467911318553092,0.20109689213893966,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,2008,165000,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
368,20,0.19520547945205474,0.030381640141157774,0.4444444444444445,0.625,1954,1954,0.125,0.2872340425531915,0.0,0.3116438356164383,0.39550842170929507,0.3227366966136835,0.0,0.0,0.29566318455207347,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.3333333333333333,0.22825070159027128,0.0,0.17915904936014626,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,2010,132000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0
369,20,0.16593205201071765,0.03987006006216551,0.4444444444444445,0.75,1959,2006,0.0,0.03829787234042553,0.175033921302578,0.31378424657534243,0.33156581409856517,0.32930200414651,0.0,0.0,0.30167774612219056,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.538821328344247,0.4247374562427071,0.031078610603290677,0.0,0.0,0.37916666666666665,0.0,0.0,0.1818181818181818,2010,162000,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0
370,60,0.16593205201071765,0.031882025754282645,0.5555555555555556,0.5,2000,2000,0.0,0.0,0.0,0.40796232876712324,0.29725514660012475,0.21389080856945403,0.39108910891089105,0.0,0.42101930990819886,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.4303086997193639,0.11668611435239205,0.07312614259597806,0.0,0.0,0.0,0.0,0.0,0.0,2006,172400,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
371,50,0.20205479452054792,0.07394423800509475,0.3333333333333333,0.375,1959,1959,0.0,0.0,0.0,0.0,0.0,0.271596406357982,0.25742574257425743,0.0,0.39696106362773026,0.0,0.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.41666666666666663,0.3333333333333333,0.6666666666666666,0.6361085126286249,0.0,0.10786106032906764,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,2008,134432,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0
372,120,0.09931506849315068,0.027460328589123374,0.5555555555555556,0.5,1984,1984,0.0,0.3313829787234043,0.08208955223880596,0.0,0.23206487835308795,0.14443676572218384,0.0,0.0,0.1323203545425768,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,0.2469597754911132,0.411901983663944,0.0,0.0,0.0,0.1875,0.0,0.0,0.09090909090909091,2010,125000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
373,20,0.19863013698630133,0.04362803524270256,0.4444444444444445,0.625,1953,1953,0.0,0.2276595744680851,0.12211668928086837,0.0,0.18964441671865254,0.3403593642017968,0.0,0.0,0.31180753402975625,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.24999999999999997,0.0,0.3333333333333333,0.25257249766136575,0.07701283547257876,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,2009,123000,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
